OrderNumber,Channel,Procured Date,OrderDate,Ship Date,Delivery Date,Warehouse Index,Customer Index,Region Index,Product Index,Order Quantity,Unit Price,Unit Cost
SO - 0005103,Wholesale,12/1/2019,1/14/2020,2/9/2020,2/12/2020,3,10,28,11,9,3919.5,2586.87
SO - 0005104,Distributor,8/23/2019,1/14/2020,1/22/2020,1/28/2020,3,43,71,10,5,268,131.32
SO - 0005105,Wholesale,8/23/2019,1/15/2020,1/18/2020,1/27/2020,3,4,13,8,7,3986.5,1634.465
SO - 0005106,Export,8/23/2019,1/15/2020,2/12/2020,2/19/2020,2,10,18,10,10,2680,1795.6
SO - 0005107,Distributor,12/1/2019,1/15/2020,1/19/2020,1/22/2020,4,7,4,8,10,1045.2,501.696
SO - 0005108,Distributor,12/1/2019,1/15/2020,1/31/2020,2/1/2020,2,18,1,1,8,5949.6,3272.28
SO - 0005109,Distributor,8/23/2019,1/15/2020,1/17/2020,1/19/2020,6,42,7,1,7,3946.3,1578.52
SO - 0005110,Wholesale,8/23/2019,1/15/2020,1/18/2020,1/19/2020,6,24,65,7,9,1969.8,1536.444
SO - 0005111,Export,8/23/2019,1/15/2020,2/7/2020,2/13/2020,4,47,14,1,6,5862.5,2872.625
SO - 0005112,Wholesale,12/1/2019,1/15/2020,1/23/2020,2/1/2020,2,23,50,13,5,1681.7,739.948
SO - 0005113,Wholesale,8/23/2019,1/16/2020,2/6/2020,2/9/2020,2,20,15,1,6,2432.1,1361.976
SO - 0005114,Distributor,8/23/2019,1/16/2020,1/19/2020,1/24/2020,1,28,20,1,11,1701.8,1429.512
SO - 0005115,Wholesale,12/1/2019,1/16/2020,1/29/2020,2/1/2020,2,41,51,9,7,3504.1,2207.583
SO - 0005116,Distributor,12/1/2019,1/16/2020,1/21/2020,1/31/2020,1,36,71,7,11,2639.8,1689.472
SO - 0005117,Wholesale,8/23/2019,1/16/2020,2/1/2020,2/10/2020,3,5,14,5,12,1701.8,1021.08
SO - 0005118,Distributor,8/23/2019,1/16/2020,1/21/2020,1/27/2020,6,5,11,2,7,5514.1,2315.922
SO - 0005119,Wholesale,8/23/2019,1/16/2020,1/27/2020,1/30/2020,6,20,72,11,10,1105.5,696.465
SO - 0005120,Wholesale,12/1/2019,1/16/2020,1/22/2020,1/26/2020,5,33,3,14,8,1031.8,815.122
SO - 0005121,Wholesale,12/1/2019,1/16/2020,1/21/2020,1/23/2020,4,28,21,2,6,5681.6,4090.752
SO - 0005122,Wholesale,12/1/2019,1/16/2020,1/21/2020,1/30/2020,2,12,48,12,8,2525.9,1869.166
SO - 0005123,Wholesale,8/23/2019,1/16/2020,2/6/2020,2/7/2020,5,41,20,2,6,1279.7,639.85
SO - 0005124,Wholesale,12/1/2019,1/17/2020,1/22/2020,1/23/2020,2,5,12,2,12,3095.4,2073.918
SO - 0005125,Wholesale,8/23/2019,1/17/2020,1/29/2020,2/4/2020,4,14,50,1,5,174.2,146.328
SO - 0005126,Wholesale,8/23/2019,1/17/2020,2/8/2020,2/17/2020,4,5,27,7,6,978.2,684.74
SO - 0005127,Wholesale,8/23/2019,1/17/2020,2/2/2020,2/5/2020,5,14,16,2,5,227.8,148.07
SO - 0005128,Distributor,8/23/2019,1/17/2020,2/7/2020,2/11/2020,4,43,7,11,5,227.8,161.738
SO - 0005129,Export,8/23/2019,1/17/2020,2/10/2020,2/17/2020,3,47,49,7,8,6318.1,4738.575
SO - 0005130,Wholesale,8/23/2019,1/17/2020,2/10/2020,2/19/2020,6,29,4,1,9,1701.8,935.99
SO - 0005131,Distributor,12/1/2019,1/17/2020,2/10/2020,2/11/2020,5,31,24,11,8,3055.2,2230.296
SO - 0005132,Distributor,12/1/2019,1/17/2020,1/28/2020,2/5/2020,2,30,19,7,11,877.7,728.491
SO - 0005133,Wholesale,8/23/2019,1/18/2020,2/7/2020,2/10/2020,3,29,49,13,5,1098.8,901.016
SO - 0005134,Wholesale,12/1/2019,1/18/2020,1/23/2020,2/2/2020,2,18,10,7,10,958.1,469.469
SO - 0005135,Wholesale,8/23/2019,1/18/2020,1/23/2020,1/30/2020,3,21,24,13,9,1005,452.25
SO - 0005136,Wholesale,8/23/2019,1/18/2020,1/31/2020,2/7/2020,2,49,1,2,11,1058.6,804.536
SO - 0005137,Wholesale,8/23/2019,1/18/2020,2/5/2020,2/8/2020,3,12,58,2,5,1058.6,698.676
SO - 0005138,Wholesale,8/23/2019,1/19/2020,2/2/2020,2/5/2020,5,8,18,6,7,5540.9,2437.996
SO - 0005139,Wholesale,8/23/2019,1/19/2020,1/22/2020,1/31/2020,3,5,60,7,12,1132.3,600.119
SO - 0005140,Distributor,8/23/2019,1/19/2020,2/5/2020,2/15/2020,4,6,11,7,9,1125.6,506.52
SO - 0005141,Wholesale,8/23/2019,1/19/2020,2/4/2020,2/8/2020,3,37,6,1,5,2552.7,1225.296
SO - 0005142,Wholesale,8/23/2019,1/19/2020,2/3/2020,2/8/2020,2,12,19,5,6,1018.4,661.96
SO - 0005143,Export,8/23/2019,1/19/2020,2/12/2020,2/13/2020,3,18,18,11,12,964.8,472.752
SO - 0005144,Distributor,8/23/2019,1/19/2020,2/9/2020,2/10/2020,4,4,11,13,11,964.8,685.008
SO - 0005145,Distributor,8/23/2019,1/19/2020,1/22/2020,1/28/2020,4,41,2,2,12,2492.4,996.96
SO - 0005146,Wholesale,8/23/2019,1/19/2020,2/6/2020,2/9/2020,1,10,86,7,5,971.5,806.345
SO - 0005147,Export,12/1/2019,1/19/2020,2/2/2020,2/9/2020,4,48,75,11,6,1065.3,777.669
SO - 0005148,Export,8/23/2019,1/19/2020,1/30/2020,2/5/2020,2,47,51,5,6,6130.5,3310.47
SO - 0005149,Wholesale,8/23/2019,1/20/2020,1/31/2020,2/9/2020,6,23,54,9,12,2653.2,1936.836
SO - 0005150,Wholesale,12/1/2019,1/20/2020,1/23/2020,1/27/2020,6,50,40,11,11,1125.6,607.824
SO - 0005151,Distributor,8/23/2019,1/20/2020,2/3/2020,2/7/2020,2,34,58,1,6,857.6,531.712
SO - 0005152,Wholesale,8/23/2019,1/20/2020,2/5/2020,2/15/2020,2,38,69,7,5,1782.2,1354.472
SO - 0005153,Wholesale,8/23/2019,1/20/2020,2/6/2020,2/8/2020,6,20,22,14,7,2010,1045.2
SO - 0005154,Export,8/23/2019,1/21/2020,2/2/2020,2/8/2020,3,9,24,1,8,857.6,660.352
SO - 0005155,Distributor,12/1/2019,1/21/2020,2/3/2020,2/13/2020,4,20,37,4,7,871,644.54
SO - 0005156,Distributor,8/23/2019,1/21/2020,1/25/2020,1/28/2020,6,6,23,11,8,2559.4,1945.144
SO - 0005157,Wholesale,8/23/2019,1/21/2020,2/2/2020,2/11/2020,4,2,20,1,9,3812.3,1601.166
SO - 0005158,Wholesale,8/23/2019,1/21/2020,2/12/2020,2/18/2020,2,20,19,7,5,1058.6,571.644
SO - 0005159,Distributor,8/23/2019,1/21/2020,1/25/2020,2/3/2020,3,33,53,9,7,2479,1958.41
SO - 0005160,Export,8/23/2019,1/21/2020,1/24/2020,2/2/2020,2,34,26,11,5,1742,1480.7
SO - 0005161,Wholesale,8/23/2019,1/21/2020,1/30/2020,2/8/2020,5,21,10,3,9,3162.4,1739.32
SO - 0005162,Distributor,12/1/2019,1/21/2020,2/3/2020,2/7/2020,2,12,5,9,9,207.7,97.619
SO - 0005163,Wholesale,8/23/2019,1/21/2020,2/13/2020,2/21/2020,2,19,23,7,9,931.3,605.345
SO - 0005164,Export,8/23/2019,1/21/2020,2/11/2020,2/16/2020,2,5,5,2,5,5098.7,3365.142
SO - 0005165,Export,8/23/2019,1/21/2020,2/12/2020,2/16/2020,3,35,82,4,10,1165.8,909.324
SO - 0005166,Wholesale,8/23/2019,1/22/2020,1/28/2020,1/31/2020,3,7,15,2,7,1909.5,954.75
SO - 0005167,Distributor,12/1/2019,1/22/2020,2/8/2020,2/15/2020,4,37,2,7,5,6244.4,5057.964
SO - 0005168,Distributor,8/23/2019,1/22/2020,2/3/2020,2/8/2020,4,7,20,11,6,3872.6,3252.984
SO - 0005169,Wholesale,8/23/2019,1/22/2020,1/31/2020,2/9/2020,2,30,81,2,12,1762.1,1180.607
SO - 0005170,Export,8/23/2019,1/22/2020,1/26/2020,1/30/2020,1,37,9,1,7,2552.7,1480.566
SO - 0005171,Export,8/23/2019,1/22/2020,2/13/2020,2/23/2020,2,19,34,2,6,1005,502.5
SO - 0005172,Wholesale,8/23/2019,1/22/2020,2/2/2020,2/3/2020,6,5,7,7,9,1340,978.2
SO - 0005173,Export,8/23/2019,1/22/2020,1/31/2020,2/8/2020,3,13,6,1,8,1842.5,921.25
SO - 0005174,Wholesale,12/1/2019,1/22/2020,2/17/2020,2/21/2020,4,18,86,11,5,3852.5,3236.1
SO - 0005175,Distributor,12/1/2019,1/23/2020,2/10/2020,2/17/2020,2,47,40,6,7,1212.7,715.493
SO - 0005176,Wholesale,8/23/2019,1/23/2020,2/13/2020,2/20/2020,4,22,9,5,5,3819,2940.63
SO - 0005177,Wholesale,8/23/2019,1/23/2020,1/27/2020,1/29/2020,2,19,73,1,12,1065.3,532.65
SO - 0005178,Wholesale,12/1/2019,1/23/2020,2/2/2020,2/6/2020,3,38,32,7,9,1862.6,1192.064
SO - 0005179,Wholesale,12/1/2019,1/23/2020,1/28/2020,2/4/2020,5,35,31,5,11,1989.9,1154.142
SO - 0005180,Distributor,12/1/2019,1/23/2020,2/17/2020,2/18/2020,1,34,1,2,9,2693.4,2289.39
SO - 0005181,Wholesale,8/23/2019,1/23/2020,2/13/2020,2/20/2020,1,25,84,1,7,4020,2613
SO - 0005182,Distributor,8/23/2019,1/23/2020,2/17/2020,2/22/2020,1,8,44,11,8,1212.7,557.842
SO - 0005183,Export,8/23/2019,1/23/2020,2/12/2020,2/15/2020,1,24,28,8,9,3484,2891.72
SO - 0005184,Wholesale,12/1/2019,1/24/2020,2/7/2020,2/17/2020,2,26,81,5,8,3845.8,2499.77
SO - 0005185,Distributor,8/23/2019,1/24/2020,2/7/2020,2/11/2020,2,28,64,5,5,2398.6,1703.006
SO - 0005186,Distributor,12/1/2019,1/24/2020,2/17/2020,2/20/2020,5,27,12,11,10,6123.8,3919.232
SO - 0005187,Export,12/1/2019,1/24/2020,2/7/2020,2/16/2020,6,50,32,7,6,1788.9,1216.452
SO - 0005188,Wholesale,8/23/2019,1/24/2020,1/29/2020,2/8/2020,4,12,20,7,7,3926.2,2002.362
SO - 0005189,Wholesale,12/1/2019,1/24/2020,1/30/2020,2/7/2020,4,37,42,5,8,180.9,124.821
SO - 0005190,Wholesale,8/23/2019,1/24/2020,1/31/2020,2/6/2020,4,5,7,5,7,3169.1,2313.443
SO - 0005191,Distributor,8/23/2019,1/24/2020,2/7/2020,2/11/2020,3,10,53,9,12,1172.5,539.35
SO - 0005192,Wholesale,8/23/2019,1/25/2020,2/4/2020,2/6/2020,6,18,4,7,7,3959.7,2573.805
SO - 0005193,Distributor,12/1/2019,1/25/2020,2/6/2020,2/7/2020,2,30,2,7,11,194.3,108.808
SO - 0005194,Export,12/1/2019,1/25/2020,2/2/2020,2/4/2020,4,3,21,9,12,2318.2,1877.742
SO - 0005195,Wholesale,8/23/2019,1/25/2020,2/5/2020,2/14/2020,3,46,34,8,8,1916.2,1494.636
SO - 0005196,Distributor,12/1/2019,1/25/2020,2/5/2020,2/6/2020,6,26,4,7,6,2512.5,1055.25
SO - 0005197,Export,12/1/2019,1/25/2020,1/27/2020,2/5/2020,5,16,48,12,10,174.2,102.778
SO - 0005198,Wholesale,8/23/2019,1/26/2020,2/12/2020,2/13/2020,5,34,45,11,10,5668.2,3344.238
SO - 0005199,Wholesale,8/23/2019,1/26/2020,2/12/2020,2/16/2020,2,2,78,11,10,1876,1106.84
SO - 0005200,Distributor,12/1/2019,1/26/2020,2/3/2020,2/4/2020,5,29,36,13,9,1969.8,886.41
SO - 0005201,Wholesale,8/23/2019,1/26/2020,2/16/2020,2/26/2020,1,15,11,10,5,1045.2,836.16
SO - 0005202,Distributor,8/23/2019,1/26/2020,2/15/2020,2/19/2020,3,25,67,2,8,5681.6,2727.168
SO - 0005203,Distributor,12/1/2019,1/26/2020,2/3/2020,2/9/2020,2,22,48,11,10,1105.5,442.2
SO - 0005204,Wholesale,12/1/2019,1/26/2020,2/2/2020,2/5/2020,6,3,52,5,7,5427,2170.8
SO - 0005205,Wholesale,8/23/2019,1/27/2020,2/24/2020,3/4/2020,2,3,6,4,11,2378.5,1403.315
SO - 0005206,Wholesale,12/1/2019,1/27/2020,2/17/2020,2/20/2020,4,43,6,10,7,5038.4,2418.432
SO - 0005207,Wholesale,12/1/2019,1/27/2020,2/4/2020,2/5/2020,4,32,8,2,10,857.6,497.408
SO - 0005208,Distributor,12/1/2019,1/27/2020,2/8/2020,2/10/2020,2,39,75,11,8,1728.6,1417.452
SO - 0005209,Wholesale,8/23/2019,1/27/2020,2/6/2020,2/14/2020,1,11,24,14,6,221.1,163.614
SO - 0005210,Distributor,12/1/2019,1/27/2020,2/23/2020,3/1/2020,1,36,19,2,11,1118.9,637.773
SO - 0005211,Distributor,12/1/2019,1/27/2020,2/19/2020,2/29/2020,2,20,40,11,7,207.7,137.082
SO - 0005212,Wholesale,8/23/2019,1/27/2020,2/23/2020,2/28/2020,6,36,5,13,10,1051.9,641.659
SO - 0005213,Wholesale,12/1/2019,1/28/2020,2/15/2020,2/20/2020,2,43,17,2,8,214.4,107.2
SO - 0005214,Wholesale,12/1/2019,1/28/2020,2/16/2020,2/24/2020,4,29,45,2,8,6485.6,4734.488
SO - 0005215,Export,12/1/2019,1/28/2020,2/16/2020,2/19/2020,1,37,37,1,7,2706.8,1569.944
SO - 0005216,Wholesale,12/1/2019,1/28/2020,2/14/2020,2/23/2020,4,10,8,1,6,951.4,589.868
SO - 0005217,Distributor,8/23/2019,1/28/2020,2/25/2020,3/4/2020,3,7,15,5,7,1983.2,1487.4
SO - 0005218,Wholesale,8/23/2019,1/28/2020,2/16/2020,2/20/2020,4,41,25,1,10,3872.6,2517.19
SO - 0005219,Distributor,12/1/2019,1/28/2020,2/24/2020,3/4/2020,1,4,18,7,11,3999.9,3119.922
SO - 0005220,Distributor,8/23/2019,1/29/2020,2/17/2020,2/19/2020,3,12,78,2,8,2244.5,1773.155
SO - 0005221,Wholesale,8/23/2019,1/29/2020,1/31/2020,2/5/2020,2,3,11,10,11,1748.7,699.48
SO - 0005222,Distributor,8/23/2019,1/29/2020,2/9/2020,2/12/2020,4,9,12,11,12,3845.8,1615.236
SO - 0005223,Export,8/23/2019,1/29/2020,2/10/2020,2/17/2020,2,38,22,5,7,2398.6,1990.838
SO - 0005224,Distributor,12/1/2019,1/29/2020,2/6/2020,2/13/2020,2,9,13,14,8,5554.3,4276.811
SO - 0005225,Wholesale,8/23/2019,1/29/2020,2/11/2020,2/18/2020,5,31,52,7,6,3926.2,2630.554
SO - 0005226,Export,12/1/2019,1/29/2020,2/19/2020,2/20/2020,2,28,8,2,8,6231,3177.81
SO - 0005227,Distributor,12/1/2019,1/29/2020,2/6/2020,2/11/2020,2,33,5,5,6,6056.8,4118.624
SO - 0005228,Export,8/23/2019,1/30/2020,2/7/2020,2/9/2020,3,32,4,2,6,2552.7,1327.404
SO - 0005229,Distributor,12/1/2019,1/30/2020,2/5/2020,2/8/2020,1,4,19,1,9,1038.5,882.725
SO - 0005230,Wholesale,8/23/2019,1/30/2020,2/15/2020,2/16/2020,1,50,22,5,11,6244.4,5182.852
SO - 0005231,Wholesale,12/1/2019,1/30/2020,2/25/2020,3/2/2020,2,11,1,4,11,3852.5,1926.25
SO - 0005232,Wholesale,12/1/2019,1/30/2020,2/20/2020,2/25/2020,4,29,44,2,8,3906.1,2812.392
SO - 0005233,Export,12/1/2019,1/30/2020,2/27/2020,3/5/2020,2,27,71,11,12,227.8,111.622
SO - 0005234,Distributor,12/1/2019,1/30/2020,2/14/2020,2/16/2020,2,47,37,9,5,3457.2,1486.596
SO - 0005235,Wholesale,12/1/2019,1/30/2020,2/23/2020,2/26/2020,2,32,3,2,7,2412,1712.52
SO - 0005236,Wholesale,12/1/2019,1/31/2020,2/19/2020,2/23/2020,2,39,72,13,10,4006.6,3285.412
SO - 0005237,Wholesale,8/23/2019,1/31/2020,2/19/2020,2/25/2020,5,41,2,9,7,261.3,107.133
SO - 0005238,Export,12/1/2019,1/31/2020,2/22/2020,2/25/2020,6,40,9,2,5,938,534.66
SO - 0005239,Distributor,8/23/2019,1/31/2020,2/18/2020,2/27/2020,3,15,15,11,10,3028.4,2150.164
SO - 0005240,Wholesale,12/1/2019,1/31/2020,2/20/2020,2/21/2020,4,19,33,2,7,2546,1476.68
SO - 0005241,Wholesale,12/1/2019,1/31/2020,2/13/2020,2/22/2020,6,24,75,8,7,214.4,124.352
SO - 0005242,Wholesale,8/23/2019,1/31/2020,2/23/2020,2/24/2020,2,32,42,10,8,214.4,96.48
SO - 0005243,Distributor,12/1/2019,2/1/2020,2/19/2020,2/27/2020,1,25,4,7,9,3845.8,1922.9
SO - 0005244,Wholesale,12/1/2019,2/1/2020,2/9/2020,2/17/2020,4,43,7,1,10,1038.5,737.335
SO - 0005245,Distributor,8/23/2019,2/1/2020,2/13/2020,2/18/2020,5,10,68,2,7,234.5,93.8
SO - 0005246,Export,12/1/2019,2/1/2020,2/9/2020,2/17/2020,2,15,7,2,12,904.5,443.205
SO - 0005247,Wholesale,12/1/2019,2/1/2020,2/21/2020,2/23/2020,2,17,6,11,12,1728.6,1019.874
SO - 0005248,Distributor,12/1/2019,2/1/2020,2/21/2020,2/28/2020,1,6,4,7,9,743.7,312.354
SO - 0005249,Wholesale,8/23/2019,2/2/2020,2/4/2020,2/9/2020,4,15,72,2,11,1192.6,632.078
SO - 0005250,Wholesale,12/1/2019,2/2/2020,2/14/2020,2/21/2020,1,28,20,9,7,2211,1392.93
SO - 0005251,Export,12/1/2019,2/2/2020,2/5/2020,2/11/2020,2,1,44,1,5,837.5,502.5
SO - 0005252,Wholesale,12/1/2019,2/2/2020,2/7/2020,2/14/2020,2,45,3,5,10,2505.8,1603.712
SO - 0005253,Wholesale,12/1/2019,2/2/2020,2/19/2020,2/23/2020,2,33,34,1,6,194.3,114.637
SO - 0005254,Wholesale,8/23/2019,2/2/2020,2/11/2020,2/20/2020,4,35,20,10,6,1969.8,1181.88
SO - 0005255,Wholesale,8/23/2019,2/2/2020,2/27/2020,3/6/2020,4,13,15,1,5,1929.6,1485.792
SO - 0005256,Wholesale,12/1/2019,2/2/2020,2/9/2020,2/14/2020,3,21,32,7,9,207.7,95.542
SO - 0005257,Wholesale,12/1/2019,2/2/2020,2/11/2020,2/15/2020,1,33,3,11,7,3906.1,3046.758
SO - 0005258,Export,12/1/2019,2/2/2020,2/11/2020,2/14/2020,3,14,82,13,11,3879.3,3025.854
SO - 0005259,Wholesale,8/23/2019,2/2/2020,2/4/2020,2/13/2020,6,48,11,11,10,2438.8,1999.816
SO - 0005260,Export,8/23/2019,2/3/2020,2/20/2020,2/23/2020,1,12,7,9,11,2278,1070.66
SO - 0005261,Wholesale,12/1/2019,2/3/2020,3/1/2020,3/7/2020,2,33,3,1,8,6237.7,4803.029
SO - 0005262,Wholesale,12/1/2019,2/3/2020,2/7/2020,2/16/2020,3,7,18,3,6,5098.7,4180.934
SO - 0005263,Wholesale,12/1/2019,2/3/2020,2/22/2020,2/26/2020,3,10,21,11,6,1943,1515.54
SO - 0005264,Distributor,8/23/2019,2/3/2020,3/2/2020,3/11/2020,1,23,15,11,6,824.1,354.363
SO - 0005265,Distributor,8/23/2019,2/3/2020,2/8/2020,2/10/2020,3,23,80,5,8,1072,600.32
SO - 0005266,Wholesale,12/1/2019,2/3/2020,2/24/2020,2/27/2020,6,31,59,1,6,2539.3,1904.475
SO - 0005267,Wholesale,8/23/2019,2/3/2020,3/1/2020,3/6/2020,4,21,11,7,6,2345,1195.95
SO - 0005268,Wholesale,12/1/2019,2/3/2020,2/5/2020,2/12/2020,3,3,82,7,10,1025.1,563.805
SO - 0005269,Export,12/1/2019,2/4/2020,2/21/2020,2/29/2020,4,8,1,1,8,991.6,545.38
SO - 0005270,Distributor,12/1/2019,2/4/2020,2/16/2020,2/18/2020,6,8,22,4,9,2345,1735.3
SO - 0005271,Wholesale,12/1/2019,2/4/2020,2/19/2020,2/29/2020,4,44,7,7,11,1701.8,1276.35
SO - 0005272,Distributor,12/1/2019,2/4/2020,3/3/2020,3/11/2020,6,27,73,13,12,174.2,123.682
SO - 0005273,Export,8/23/2019,2/4/2020,2/15/2020,2/21/2020,3,17,48,2,6,1058.6,868.052
SO - 0005274,Distributor,12/1/2019,2/4/2020,2/9/2020,2/12/2020,6,3,4,1,7,3966.4,2379.84
SO - 0005275,Export,8/23/2019,2/5/2020,3/3/2020,3/9/2020,1,19,34,13,9,201,120.6
SO - 0005276,Distributor,12/1/2019,2/5/2020,2/29/2020,3/5/2020,2,43,43,1,7,2358.4,1462.208
SO - 0005277,Distributor,12/1/2019,2/5/2020,2/29/2020,3/6/2020,1,9,63,7,9,6257.8,3066.322
SO - 0005278,Distributor,12/1/2019,2/5/2020,2/27/2020,3/2/2020,1,18,60,7,5,931.3,689.162
SO - 0005279,Wholesale,8/23/2019,2/5/2020,2/9/2020,2/11/2020,4,9,13,7,11,1172.5,750.4
SO - 0005280,Wholesale,8/23/2019,2/6/2020,2/29/2020,3/3/2020,5,26,28,3,5,1922.9,1288.343
SO - 0005281,Wholesale,12/1/2019,2/6/2020,2/12/2020,2/20/2020,6,12,56,3,7,2747,1098.8
SO - 0005282,Wholesale,12/1/2019,2/6/2020,2/16/2020,2/25/2020,1,15,2,1,5,5272.9,2267.347
SO - 0005283,Wholesale,12/1/2019,2/6/2020,2/12/2020,2/16/2020,2,12,36,1,5,2646.5,1640.83
SO - 0005284,Distributor,8/23/2019,2/6/2020,2/18/2020,2/19/2020,5,50,40,1,12,3906.1,1874.928
SO - 0005285,Wholesale,8/23/2019,2/6/2020,2/27/2020,2/28/2020,1,9,24,11,9,1038.5,498.48
SO - 0005286,Export,12/1/2019,2/6/2020,2/14/2020,2/17/2020,3,35,17,7,6,1159.1,486.822
SO - 0005287,Distributor,12/1/2019,2/6/2020,2/19/2020,2/20/2020,3,32,86,11,10,2244.5,1167.14
SO - 0005288,Distributor,12/1/2019,2/6/2020,2/28/2020,2/29/2020,3,17,9,5,7,1708.5,1418.055
SO - 0005289,Distributor,8/23/2019,2/7/2020,2/23/2020,3/4/2020,2,43,53,11,5,1038.5,830.8
SO - 0005290,Wholesale,12/1/2019,2/7/2020,2/24/2020,2/25/2020,2,38,73,2,9,3832.4,2069.496
SO - 0005291,Wholesale,8/23/2019,2/7/2020,3/3/2020,3/5/2020,2,14,15,9,6,1815.7,1379.932
SO - 0005292,Distributor,12/1/2019,2/7/2020,2/22/2020,2/28/2020,1,5,15,12,6,1092.1,753.549
SO - 0005293,Wholesale,12/1/2019,2/7/2020,2/15/2020,2/19/2020,2,35,32,11,10,1125.6,540.288
SO - 0005294,Wholesale,8/23/2019,2/7/2020,2/11/2020,2/12/2020,3,6,8,11,9,214.4,139.36
SO - 0005295,Export,8/23/2019,2/8/2020,2/25/2020,3/1/2020,6,44,58,2,6,3477.3,2677.521
SO - 0005296,Wholesale,12/1/2019,2/8/2020,2/16/2020,2/24/2020,2,24,5,14,7,1005,713.55
SO - 0005297,Distributor,12/1/2019,2/8/2020,3/3/2020,3/7/2020,2,9,17,11,7,2606.3,1172.835
SO - 0005298,Distributor,12/1/2019,2/8/2020,3/5/2020,3/13/2020,4,2,1,11,7,2586.2,2068.96
SO - 0005299,Distributor,12/1/2019,2/8/2020,2/26/2020,3/4/2020,2,8,69,7,7,5909.4,4432.05
SO - 0005300,Wholesale,12/1/2019,2/8/2020,2/28/2020,3/3/2020,2,34,9,3,6,3879.3,1862.064
SO - 0005301,Export,12/1/2019,2/9/2020,2/20/2020,2/28/2020,4,39,38,8,7,254.6,175.674
SO - 0005302,Distributor,12/1/2019,2/9/2020,2/13/2020,2/18/2020,3,1,16,5,12,1755.4,1018.132
SO - 0005303,Export,8/23/2019,2/9/2020,2/13/2020,2/18/2020,1,13,12,1,9,958.1,479.05
SO - 0005304,Wholesale,12/1/2019,2/9/2020,3/3/2020,3/8/2020,1,27,32,8,11,911.2,419.152
SO - 0005305,Export,12/1/2019,2/9/2020,2/19/2020,2/20/2020,2,46,30,5,9,971.5,446.89
SO - 0005306,Wholesale,8/23/2019,2/9/2020,3/5/2020,3/6/2020,2,24,58,2,5,254.6,216.41
SO - 0005307,Wholesale,8/23/2019,2/9/2020,2/24/2020,2/26/2020,1,23,19,8,9,201,100.5
SO - 0005308,Wholesale,12/1/2019,2/9/2020,2/17/2020,2/19/2020,2,26,3,2,9,167.5,130.65
SO - 0005309,Export,12/1/2019,2/9/2020,3/7/2020,3/8/2020,5,22,22,2,6,3845.8,1653.694
SO - 0005310,Wholesale,8/23/2019,2/9/2020,2/15/2020,2/23/2020,6,39,81,1,12,1165.8,722.796
SO - 0005311,Distributor,12/1/2019,2/10/2020,2/28/2020,3/2/2020,1,9,41,1,10,1031.8,526.218
SO - 0005312,Wholesale,12/1/2019,2/10/2020,2/27/2020,3/1/2020,4,36,62,1,5,971.5,650.905
SO - 0005313,Wholesale,12/1/2019,2/10/2020,3/7/2020,3/15/2020,6,4,54,9,9,1045.2,773.448
SO - 0005314,Wholesale,12/1/2019,2/10/2020,2/27/2020,3/4/2020,2,28,21,13,9,2680,2170.8
SO - 0005315,Distributor,12/1/2019,2/10/2020,2/24/2020,3/3/2020,2,6,4,2,11,261.3,222.105
SO - 0005316,Distributor,12/1/2019,2/10/2020,2/17/2020,2/27/2020,1,16,19,2,5,6150.6,4428.432
SO - 0005317,Wholesale,8/23/2019,2/10/2020,2/29/2020,3/3/2020,2,14,62,2,9,207.7,137.082
SO - 0005318,Distributor,8/23/2019,2/10/2020,2/18/2020,2/20/2020,4,9,2,1,6,1085.4,445.014
SO - 0005319,Export,8/23/2019,2/10/2020,2/23/2020,2/25/2020,6,38,21,9,10,5969.7,4656.366
SO - 0005320,Distributor,12/1/2019,2/10/2020,3/9/2020,3/15/2020,6,12,23,4,5,3584.5,2509.15
SO - 0005321,Wholesale,8/23/2019,2/10/2020,2/18/2020,2/21/2020,3,20,23,7,6,2318.2,1414.102
SO - 0005322,Export,12/1/2019,2/10/2020,2/23/2020,2/29/2020,2,26,72,12,8,2371.8,1304.49
SO - 0005323,Distributor,12/1/2019,2/10/2020,2/23/2020,2/29/2020,2,49,5,1,8,1922.9,999.908
SO - 0005324,Wholesale,12/1/2019,2/11/2020,2/24/2020,2/29/2020,4,50,76,2,5,971.5,641.19
SO - 0005325,Export,12/1/2019,2/11/2020,2/13/2020,2/20/2020,2,44,80,1,9,1112.2,633.954
SO - 0005326,Distributor,8/23/2019,2/11/2020,2/22/2020,2/27/2020,3,49,64,1,8,917.9,771.036
SO - 0005327,Distributor,12/1/2019,2/11/2020,2/15/2020,2/19/2020,6,9,81,2,7,864.3,596.367
SO - 0005328,Wholesale,12/1/2019,2/11/2020,3/7/2020,3/14/2020,2,46,9,9,12,1072,868.32
SO - 0005329,Wholesale,12/1/2019,2/11/2020,2/28/2020,3/3/2020,6,46,31,1,8,1862.6,949.926
SO - 0005330,Distributor,8/23/2019,2/11/2020,3/8/2020,3/13/2020,2,39,3,3,5,3852.5,1695.1
SO - 0005331,Wholesale,12/1/2019,2/11/2020,2/18/2020,2/23/2020,6,15,6,11,11,1078.7,560.924
SO - 0005332,Distributor,12/1/2019,2/12/2020,2/16/2020,2/19/2020,2,20,86,5,5,3323.2,1860.992
SO - 0005333,Wholesale,12/1/2019,2/12/2020,3/9/2020,3/16/2020,6,15,73,1,7,2405.3,1154.544
